trade_id,amount,currency
50094,15690,GBP
50095,1310,USD
50096,25343,EUR
50097,18356,USD
50098,2889,EUR
50099,7036,USD
50100,10698,EUR
50101,20686,GBP
50102,45983,USD
50103,15916,EUR
50104,23612,GBP
50105,10351,EUR
50106,4273,EUR
50107,29701,GBP
50108,18529,USD
50109,44327,EUR
50110,32769,EUR
50111,12845,USD
50112,26634,GBP
50113,35230,GBP
50114,36229,GBP
50115,49161,USD
50116,6195,USD
50117,1484,EUR
50118,9494,GBP
50119,44483,GBP
50120,45062,GBP
50121,23262,GBP
50122,7694,GBP
50123,39050,GBP
50124,49837,EUR
50125,49990,EUR
50126,30035,USD
50127,42421,EUR
50128,48194,GBP
50129,13072,GBP
50130,26278,USD
50131,8507,EUR
50132,17361,GBP
50133,14098,EUR
50134,26984,EUR
50135,6231,GBP
50136,10364,GBP
50137,35355,USD
50138,8863,GBP
50139,14809,EUR
50140,33126,EUR
50141,36012,GBP
50142,4120,EUR
50143,10920,EUR
50144,15439,GBP
50145,22792,EUR
50146,29317,GBP
50147,25414,GBP
50148,44312,EUR
50149,17937,EUR
50150,49577,GBP
50151,645,GBP
50152,23087,EUR
50153,46996,USD
50154,17834,EUR
50155,12982,USD
50156,3622,USD
50157,19059,GBP
50158,38630,USD
50159,22638,EUR
50160,4389,EUR
50161,2000,USD
50162,3362,GBP
50163,23746,GBP
50164,34439,EUR
50165,1633,USD
50166,7764,USD
50167,11550,EUR
50168,40906,USD
50169,22276,GBP
50170,40345,EUR
50171,19259,EUR
50172,3909,GBP
50173,42286,GBP
50174,48192,USD
50175,32718,USD
50176,26276,GBP
50177,5931,EUR
50178,9915,EUR
50179,1069,GBP
50180,44288,USD
50181,22933,EUR
50182,6548,GBP
50183,24199,USD
50184,44873,USD
50185,21045,EUR
50186,19577,USD
50187,20290,EUR
50188,27937,EUR
50189,11375,USD
50190,34069,GBP
50191,49392,USD
50192,22456,USD
50193,43639,EUR
50194,45240,USD
50195,8889,USD
50196,44838,USD
50197,38055,USD
50198,31054,EUR
50199,11308,USD
50200,2331,EUR
50201,13390,GBP
50202,26979,GBP
50203,38434,USD
50204,38997,GBP
50205,20104,GBP
50206,33890,GBP
50207,4628,EUR
50208,33341,GBP
50209,5571,USD
50210,43262,GBP
50211,44748,EUR
50212,7671,GBP
50213,3668,USD
50214,14712,EUR
50215,3277,USD
50216,41636,EUR
50217,40522,GBP
50218,17861,EUR
50219,4960,EUR
50220,2523,GBP
50221,3135,EUR
50222,10398,EUR
50223,7907,USD
50224,16664,EUR
50225,20922,USD
50226,20133,EUR
50227,42196,USD
50228,29639,EUR
50229,37217,GBP
50230,22897,USD
50231,48388,USD
50232,9051,EUR
50233,19840,EUR
50234,11946,GBP
50235,18882,EUR
50236,40769,USD
50237,31219,USD
50238,25106,EUR
50239,37724,USD
50240,33649,GBP
50241,27798,GBP
50242,15925,USD
50243,11372,GBP
50244,27820,GBP
50245,33651,EUR
50246,37560,USD
50247,16100,GBP
50248,12083,EUR
50249,29005,GBP
50250,35623,EUR
50251,34158,USD
50252,44568,GBP
50253,36641,GBP
50254,42685,USD
50255,11399,EUR
50256,1373,USD
50257,1649,USD
50258,15623,GBP
50259,11395,USD
50260,40072,GBP
50261,38722,USD
50262,32931,GBP
50263,10360,EUR
50264,14117,GBP
50265,22969,GBP
50266,46980,USD
50267,41658,GBP
50268,23106,GBP
50269,33969,GBP
50270,9615,USD
50271,10543,EUR
50272,36970,GBP
50273,3232,EUR
50274,9350,EUR
50275,28869,USD
50276,30133,USD
50277,40557,USD
50278,46902,USD
50279,32200,GBP
50280,20597,GBP
50281,48518,USD
50282,12085,EUR
50283,10447,GBP
50284,16298,EUR
50285,30595,USD
50286,9857,USD
50287,14723,USD
50288,43912,EUR
50289,41213,USD
50290,35361,GBP
50291,7494,USD
50292,8184,USD
50293,15245,EUR
50294,2486,EUR
50295,44256,EUR
50296,49105,USD
50297,9796,GBP
50298,9655,EUR
50299,18377,GBP
50300,6992,EUR
50301,28217,GBP
50302,30438,USD
50303,21351,GBP
50304,21052,USD
50305,37328,GBP
50306,32506,USD
50307,22239,GBP
50308,16349,GBP
50309,32163,GBP
50310,4519,EUR
50311,16421,GBP
50312,37011,USD
50313,5999,USD
50314,41724,GBP
50315,31222,USD
50316,38913,EUR
50317,16493,GBP
50318,22164,GBP
50319,41145,GBP
50320,37681,USD
50321,22668,EUR
50322,17682,EUR
50323,41697,EUR
50324,34217,EUR
50325,42745,GBP
50326,10489,USD
50327,14520,USD
50328,18095,GBP
50329,33499,USD
50330,48444,EUR
50331,45773,USD
50332,34542,EUR
50333,6435,GBP
50334,24496,EUR
50335,37519,EUR
50336,37654,USD
50337,23069,EUR
50338,10599,GBP
50339,1135,EUR
50340,1761,USD
50341,27548,EUR
50342,38865,EUR
50343,7727,GBP
50344,4472,EUR
50345,14323,EUR
50346,14802,EUR
50347,32468,USD
50348,27933,GBP
50349,24670,GBP
50350,48979,USD
50351,49877,EUR
50352,29694,USD
50353,41346,GBP
50354,40944,GBP
50355,2327,GBP
50356,10528,USD
50357,25122,USD
50358,47086,GBP
50359,41283,EUR
50360,39902,EUR
50361,38612,USD
50362,43554,GBP
50363,8877,GBP
50364,33324,USD
50365,12100,GBP
50366,18232,USD
50367,4897,EUR
50368,14507,EUR
50369,26171,EUR
50370,38116,EUR
50371,10592,USD
50372,49666,GBP
50373,26018,EUR
50374,12225,GBP
50375,11086,GBP
50376,45599,GBP
50377,11305,USD
50378,44642,EUR
50379,242,USD
50380,44089,USD
50381,7309,USD
50382,10406,EUR
50383,31229,GBP
50384,39669,GBP
50385,8772,EUR
50386,41650,GBP
50387,18216,GBP
50388,48474,GBP
50389,18207,EUR
50390,12998,GBP
50391,7858,GBP
50392,37633,GBP
50393,4568,GBP
50394,44921,GBP
50395,20617,GBP
50396,24114,EUR
50397,13949,EUR
50398,17431,EUR
50399,14593,GBP
50400,19649,EUR
50401,30862,EUR
50402,12855,EUR
50403,25661,USD
50404,27091,USD
50405,42599,USD
50406,8777,EUR
50407,10033,EUR
50408,20058,USD
50409,42203,GBP
50410,47855,GBP
50411,5669,EUR
50412,1536,USD
50413,11976,USD
50414,15564,EUR
50415,45391,GBP
50416,16979,EUR
50417,47686,GBP
50418,31198,EUR
50419,37578,EUR
50420,32238,EUR
50421,24130,USD
50422,30081,GBP
50423,15299,EUR
50424,22805,USD
50425,15355,EUR
50426,33437,EUR
50427,48120,GBP
50428,18431,GBP
50429,7247,USD
50430,16191,GBP
50431,35529,EUR
50432,21068,EUR
50433,37035,USD
50434,3755,GBP
50435,33047,EUR
50436,5663,EUR
50437,30167,USD
50438,23159,USD
50439,12135,GBP
50440,34126,USD
50441,10601,EUR
50442,914,USD
50443,15405,EUR
50444,30061,USD
50445,41066,USD
50446,41412,EUR
50447,6230,USD
50448,16915,USD
50449,43578,EUR
50450,12136,GBP
50451,7235,GBP
50452,39772,EUR
50453,41107,GBP
50454,22510,USD
50455,13713,EUR
50456,25464,GBP
50457,22776,GBP
50458,43453,GBP
50459,40306,GBP
50460,33799,EUR
50461,41043,GBP
50462,31456,GBP
50463,20354,EUR
50464,29552,GBP
50465,27545,USD
50466,34365,EUR
50467,11990,USD
50468,43480,EUR
50469,612,GBP
50470,49260,GBP
50471,1269,EUR
50472,32843,USD
50473,30827,USD
50474,38174,EUR
50475,3717,EUR
50476,47752,GBP
50477,1473,EUR
50478,15366,GBP
50479,4897,USD
50480,36098,USD
50481,3423,USD
50482,1938,EUR
50483,10566,GBP
50484,35992,EUR
50485,27967,GBP
50486,3327,GBP
50487,38584,USD
50488,32349,USD
50489,30157,USD
50490,48323,GBP
50491,47535,GBP
50492,1321,EUR
50493,24771,EUR
50494,12635,USD
50495,30047,GBP
50496,15280,GBP
50497,892,USD
50498,33214,EUR
50499,2989,GBP
50500,38833,USD
50501,47329,GBP
50502,15148,EUR
50503,24397,EUR
50504,24293,GBP
50505,7975,USD
50506,6724,USD
50507,34709,USD
50508,1092,GBP
50509,39149,GBP
50510,27514,USD
50511,45796,GBP
50512,35349,EUR
50513,49376,USD
50514,24476,GBP
50515,38289,EUR
50516,32437,USD
50517,1010,GBP
50518,35969,GBP
50519,7811,EUR
50520,10467,USD
50521,41799,GBP
50522,45234,GBP
50523,25750,USD
50524,20073,USD
50525,20088,GBP
50526,23932,GBP
50527,18588,EUR
50528,47729,GBP
50529,35308,GBP
50530,21152,EUR
50531,20104,EUR
50532,41421,EUR
50533,18001,USD
50534,3922,EUR
50535,5366,GBP
50536,13764,EUR
50537,18211,EUR
50538,4871,USD
50539,38709,USD
50540,10370,GBP
50541,20949,EUR
50542,40693,USD
50543,20647,USD
50544,10385,EUR
50545,2122,EUR
50546,48078,EUR
50547,12810,GBP
50548,24021,EUR
50549,48964,GBP
50550,36926,USD
50551,17269,USD
50552,12737,EUR
50553,20949,EUR
50554,3348,USD
50555,46197,USD
50556,15292,USD
50557,28286,GBP
50558,28915,EUR
50559,37080,USD
50560,16635,USD
50561,21327,USD
50562,40548,EUR
50563,32577,EUR
50564,46013,USD
50565,25968,USD
50566,44973,GBP
50567,2213,GBP
50568,22228,GBP
50569,16285,USD
50570,24846,USD
50571,38447,EUR
50572,44777,EUR
50573,3725,GBP
50574,29318,GBP
50575,6149,GBP
50576,47225,GBP
50577,9505,GBP
50578,24564,USD
50579,40083,GBP
50580,47511,USD
50581,28660,EUR
50582,35268,GBP
50583,21761,USD
50584,3656,USD
50585,11309,EUR
50586,46031,GBP
50587,37994,USD
50588,46958,GBP
50589,3158,EUR
50590,37272,GBP
50591,24541,GBP
50592,10554,EUR
50593,24935,USD
50594,10495,EUR
50595,41301,GBP
50596,48795,GBP
50597,7523,USD
50598,23669,GBP
50599,25989,USD
50600,6079,EUR
50601,30819,EUR
50602,36470,GBP
50603,16798,GBP
50604,5724,EUR
50605,30895,GBP
50606,23834,USD
50607,33212,EUR
50608,113,EUR
50609,8358,GBP
50610,36183,GBP
50611,13370,GBP
50612,26457,EUR
50613,2147,USD
50614,3494,GBP
50615,23915,USD
50616,31879,USD
50617,45086,USD
50618,12002,EUR
50619,12970,EUR
50620,15049,EUR
50621,44496,GBP
50622,23961,EUR
50623,12153,EUR
50624,28223,GBP
50625,37317,USD
50626,16107,EUR
50627,37931,GBP
50628,4038,EUR
50629,43317,EUR
50630,1844,GBP
50631,42967,USD
50632,25979,USD
50633,27444,GBP
50634,30977,GBP
50635,15847,USD
50636,7994,USD
50637,20672,GBP
50638,2278,GBP
50639,2037,EUR
50640,11689,EUR
50641,38544,GBP
50642,22259,USD
50643,10989,EUR
50644,29725,USD
50645,25401,USD
50646,44522,GBP
50647,47974,USD
50648,31127,GBP
50649,48816,USD
50650,11416,EUR
50651,15813,USD
50652,9284,USD
50653,32694,USD
50654,38856,GBP
50655,15980,GBP
50656,37048,EUR
50657,9052,GBP
50658,8674,EUR
50659,29424,GBP
50660,21936,EUR
50661,5682,GBP
50662,45885,GBP
50663,32050,EUR
50664,340,EUR
50665,3368,EUR
50666,25561,EUR
50667,32977,EUR
50668,28066,EUR
50669,8069,USD
50670,16415,GBP
50671,10905,EUR
50672,35771,GBP
50673,48960,EUR
50674,39742,USD
50675,31647,GBP
50676,13244,GBP
50677,974,GBP
50678,6691,GBP
50679,44038,EUR
50680,13312,USD
50681,23285,USD
50682,11596,USD
50683,21433,USD
50684,5688,GBP
50685,44089,USD
50686,46587,EUR
50687,4007,GBP
50688,28960,USD
50689,42009,USD
50690,8204,GBP
50691,17069,USD
50692,43444,EUR
50693,1103,EUR
50694,28432,USD
50695,5303,USD
50696,36933,GBP
50697,34577,USD
50698,25991,EUR
50699,45529,USD
50700,19149,USD
50701,4963,USD
50702,31246,GBP
50703,36379,GBP
50704,26474,GBP
50705,12234,USD
50706,8016,USD
50707,40686,USD
50708,35677,EUR
50709,19127,EUR
50710,48449,USD
50711,28850,GBP
50712,37194,EUR
50713,975,GBP
50714,49338,USD
50715,27327,GBP
50716,22851,USD
50717,14031,EUR
50718,23508,GBP
50719,7158,EUR
50720,23137,EUR
50721,14035,EUR
50722,34381,EUR
50723,32506,GBP
50724,30196,GBP
50725,12005,GBP
50726,16289,GBP
50727,43952,GBP
50728,22516,USD
50729,45777,GBP
50730,32604,USD
50731,49385,EUR
50732,33781,EUR
50733,10162,GBP
50734,12847,GBP
50735,31917,GBP
50736,20459,GBP
50737,2823,GBP
50738,43903,USD
50739,24401,GBP
50740,10255,GBP
50741,1245,EUR
50742,41867,GBP
50743,17557,GBP
50744,49522,USD
50745,45024,EUR
50746,23050,USD
50747,36895,USD
50748,41361,EUR
50749,7470,EUR
50750,4205,GBP
50751,23436,GBP
50752,37696,EUR
50753,3636,GBP
50754,5288,USD
50755,38965,USD
50756,11673,EUR
50757,19372,EUR
50758,24484,EUR
50759,47622,EUR
50760,46923,EUR
50761,10634,GBP
50762,20127,USD
50763,433,GBP
50764,26292,GBP
50765,34793,GBP
50766,26433,GBP
50767,44700,USD
50768,34050,GBP
50769,36529,GBP
50770,44334,USD
50771,32155,GBP
50772,44536,GBP
50773,39571,GBP
50774,36536,GBP
50775,33641,GBP
50776,30877,GBP
50777,5353,EUR
50778,7824,GBP
50779,45228,GBP
50780,27061,GBP
50781,10660,GBP
50782,49215,EUR
50783,29728,GBP
50784,27266,EUR
50785,1747,USD
50786,2478,GBP
50787,36675,USD
50788,20680,USD
50789,33999,USD
50790,27430,USD
50791,20367,USD
50792,37372,EUR
50793,31421,USD
50794,35719,USD
50795,13087,GBP
50796,36898,GBP
50797,3084,USD
50798,13217,EUR
50799,8280,GBP
50800,11471,USD
50801,24499,GBP
50802,18576,EUR
50803,6520,USD
50804,47663,GBP
50805,7669,EUR
50806,5912,USD
50807,17845,EUR
50808,4472,GBP
50809,49867,USD
50810,11607,EUR
50811,3962,EUR
50812,26637,GBP
50813,43665,USD
50814,48345,GBP
50815,25816,USD
50816,16205,USD
50817,38877,EUR
50818,20370,EUR
50819,38637,EUR
50820,23569,EUR
50821,41731,GBP
50822,29387,GBP
50823,15111,GBP
50824,39989,USD
50825,15845,EUR
50826,13303,EUR
50827,28121,GBP
50828,29486,EUR
50829,42779,GBP
50830,23995,GBP
50831,4836,USD
50832,39779,USD
50833,15496,GBP
50834,40738,GBP
50835,32881,EUR
50836,40683,EUR
50837,6008,GBP
50838,33093,EUR
50839,31743,EUR
50840,6264,GBP
50841,18279,GBP
50842,42460,USD
50843,16150,GBP
50844,18089,EUR
50845,32672,EUR
50846,7515,USD
50847,23064,GBP
50848,41938,USD
50849,1612,EUR
50850,18549,GBP
50851,34122,GBP
50852,46641,EUR
50853,12009,GBP
50854,21882,GBP
50855,38603,EUR
50856,41419,USD
50857,40007,EUR
50858,48996,GBP
50859,24532,GBP
50860,48607,EUR
50861,15006,GBP
50862,20231,EUR
50863,21950,USD
50864,39459,GBP
50865,32250,EUR
50866,38579,EUR
50867,48173,GBP
50868,37938,USD
50869,2980,EUR
50870,38624,USD
50871,35514,GBP
50872,16800,GBP
50873,4638,EUR
50874,33658,USD
50875,41702,USD
50876,23678,EUR
50877,18617,EUR
50878,44508,EUR
50879,34864,EUR
50880,19263,EUR
50881,38848,EUR
50882,14695,GBP
50883,9652,EUR
50884,39699,USD
50885,36808,GBP
50886,35738,GBP
50887,36163,USD
50888,31647,GBP
50889,17777,EUR
50890,12331,USD
50891,22522,GBP
50892,18763,USD
50893,35180,GBP
50894,16432,EUR
50895,14138,USD
50896,19905,EUR
50897,39686,USD
50898,34659,EUR
50899,31836,GBP
50900,6559,EUR
50901,10688,EUR
50902,46635,EUR
50903,28579,USD
50904,30858,GBP
50905,32737,USD
50906,24617,EUR
50907,40510,USD
50908,9641,USD
50909,48221,GBP
50910,25143,USD
50911,7945,EUR
50912,32322,GBP
50913,7613,EUR
50914,1170,USD
50915,18885,EUR
50916,8472,GBP
50917,3671,GBP
50918,15265,GBP
50919,10360,EUR
50920,18203,GBP
50921,13604,EUR
50922,10252,USD
50923,7666,EUR
50924,21520,USD
50925,37781,GBP
50926,30660,USD
50927,48349,EUR
50928,37920,EUR
50929,24961,USD
50930,30120,GBP
50931,43904,EUR
50932,32399,GBP
50933,25329,EUR
50934,49490,USD
50935,49062,GBP
50936,26703,EUR
50937,11691,USD
50938,20964,GBP
50939,46769,USD
50940,46977,GBP
50941,35224,USD
50942,38919,EUR
50943,4593,EUR
50944,16746,EUR
50945,16396,USD
50946,45287,USD
50947,26485,USD
50948,28754,EUR
50949,18277,GBP
50950,12093,GBP
50951,27478,EUR
50952,25999,EUR
50953,23426,USD
50954,31678,EUR
50955,8256,EUR
50956,46015,USD
50957,12804,USD
50958,22398,GBP
50959,43875,GBP
50960,41821,EUR
50961,4910,EUR
50962,10106,USD
50963,45360,EUR
50964,35874,USD
50965,33830,USD
50966,2841,EUR
50967,31349,USD
50968,23699,USD
50969,41639,GBP
50970,12147,USD
50971,41161,GBP
50972,34912,EUR
50973,41219,EUR
50974,48439,GBP
50975,5518,USD
50976,46347,EUR
50977,27711,USD
50978,35362,USD
50979,24266,USD
50980,5182,EUR
50981,827,EUR
50982,10515,GBP
50983,45604,USD
50984,40527,GBP
50985,41633,USD
50986,43352,EUR
50987,13681,USD
50988,45358,EUR
50989,46431,GBP
50990,44615,EUR
50991,1985,USD
50992,32363,EUR
50993,16147,GBP
50994,7289,GBP
50995,36471,EUR
50996,37494,USD
50997,13577,USD
50998,44133,USD
50999,17481,GBP
51000,1190,EUR
51001,6219,GBP
51002,12686,EUR
51003,20245,USD
51004,31140,USD
51005,15663,USD
51006,5012,EUR
51007,26222,USD
51008,10112,GBP
51009,31622,USD
51010,25906,EUR
51011,40157,EUR
51012,22464,USD
51013,6316,GBP
51014,41222,EUR
51015,19795,GBP
51016,8440,GBP
51017,38968,USD
51018,27038,EUR
51019,31613,EUR
51020,46454,USD
51021,21222,EUR
51022,42486,GBP
51023,43945,EUR
51024,6137,GBP
51025,11649,GBP
51026,24733,EUR
51027,33926,GBP
51028,30133,EUR
51029,27165,GBP
51030,33615,USD
51031,11795,EUR
51032,24952,USD
51033,4263,EUR
51034,25580,GBP
51035,8654,USD
51036,15724,GBP
51037,40968,GBP
51038,6790,USD
51039,12386,USD
51040,2385,USD
51041,47673,GBP
51042,46599,EUR
51043,33692,EUR
51044,48990,USD
51045,46768,USD
51046,12942,GBP
51047,40536,EUR
51048,32871,EUR
51049,42931,USD
51050,41810,EUR
51051,10559,EUR
51052,42950,USD
51053,36594,GBP
51054,36858,USD
51055,10486,GBP
51056,36598,GBP
51057,5802,USD
51058,17316,USD
51059,27515,GBP
51060,38570,GBP
51061,5876,USD
51062,15731,EUR
51063,33120,USD
51064,24279,EUR
51065,32564,USD
51066,39304,USD
51067,25394,USD
51068,32470,EUR
51069,42834,EUR
51070,29642,USD
51071,2925,GBP
51072,33693,GBP
51073,16755,USD
51074,1654,USD
51075,19764,USD
51076,48103,USD
51077,8431,EUR
51078,38367,USD
51079,19030,GBP
51080,41764,EUR
51081,39590,GBP
51082,43275,EUR
51083,14871,EUR
51084,37994,USD
51085,45761,GBP
51086,2893,EUR
51087,28849,USD
51088,23187,USD
51089,49541,GBP
51090,33850,GBP
51091,12227,EUR
51092,5157,GBP
51093,21221,EUR
51094,16231,EUR
51095,41351,USD
51096,14916,EUR
51097,36860,USD
51098,40056,EUR
51099,24721,GBP
51100,15507,USD
51101,10766,EUR
51102,19657,USD
51103,29944,USD
51104,21059,EUR
51105,17581,EUR
51106,38088,EUR
51107,34237,USD
51108,22044,EUR
51109,5959,USD
51110,3750,GBP
51111,22247,USD
51112,44501,GBP
51113,3592,USD
51114,8842,EUR
51115,820,GBP
51116,12028,GBP
51117,11196,USD
51118,29917,EUR
51119,43264,USD
51120,42325,EUR
51121,30882,EUR
51122,23456,USD
51123,24134,USD
51124,25155,USD
51125,6984,EUR
51126,8039,GBP
51127,20896,GBP
51128,3405,GBP
51129,7573,EUR
51130,1679,GBP
51131,44871,USD
51132,27574,EUR
51133,28378,USD
51134,25073,USD
51135,17315,GBP
51136,10834,GBP
51137,42262,GBP
51138,19467,GBP
51139,1139,USD
51140,6831,EUR
51141,44133,EUR
51142,20957,USD
51143,26695,EUR
51144,48942,USD
51145,19476,USD
51146,10820,USD
51147,27270,USD
51148,46117,GBP
51149,8113,GBP
51150,19925,USD
51151,3946,USD
51152,32467,USD
51153,3130,EUR
51154,7852,USD
51155,46038,EUR
51156,49969,USD
51157,9805,EUR
51158,34253,EUR
51159,48997,USD
51160,49983,GBP
51161,29122,USD
51162,37068,GBP
51163,6555,USD
51164,41917,USD
51165,25229,USD
51166,26687,EUR
51167,5047,USD
51168,11477,EUR
51169,27822,EUR
51170,39927,GBP
51171,845,GBP
51172,14775,GBP
51173,11076,USD
51174,26106,GBP
51175,13601,GBP
51176,47212,USD
51177,18531,USD
51178,20415,GBP
51179,15127,GBP
51180,28949,GBP
51181,34245,USD
51182,22009,GBP
51183,34024,GBP
51184,16974,GBP
51185,13594,EUR
51186,42099,USD
51187,27296,EUR
51188,48233,EUR
51189,6843,EUR
51190,47689,GBP
51191,21186,GBP
51192,18678,USD
51193,28017,GBP
51194,38494,EUR
51195,43479,GBP
51196,15421,USD
51197,29177,EUR
51198,39370,EUR
51199,35848,USD
51200,20801,GBP
51201,16108,EUR
51202,20004,EUR
51203,8640,USD
51204,39566,EUR
51205,22766,GBP
51206,850,USD
51207,37840,EUR
51208,33917,GBP
51209,8612,EUR
51210,47887,EUR
51211,21740,USD
51212,17249,GBP
51213,24126,GBP
51214,44910,EUR
51215,36633,USD
51216,2646,EUR
51217,15464,USD
51218,18335,EUR
51219,12360,GBP
51220,32468,GBP
51221,14598,USD
51222,8960,GBP
51223,38605,GBP
51224,34541,EUR
51225,1406,EUR
51226,44984,EUR
51227,2296,EUR
51228,10285,GBP
51229,42107,GBP
51230,5041,GBP
51231,34509,GBP
51232,16373,GBP
51233,30872,USD
51234,9234,USD
51235,36790,USD
51236,2657,EUR
51237,26124,EUR
51238,23069,EUR
51239,10413,GBP
51240,43834,EUR
51241,26688,GBP
51242,664,GBP
51243,46600,GBP
51244,3016,EUR
51245,40603,EUR
51246,31844,USD
51247,23927,GBP
51248,5208,GBP
51249,2116,GBP
51250,15985,USD
51251,7147,GBP
51252,14972,USD
51253,42001,EUR
51254,9334,EUR
51255,47953,EUR
51256,45803,EUR
51257,9300,USD
51258,11315,USD
51259,9318,GBP
51260,5195,GBP
51261,3899,GBP
51262,5382,USD
51263,32081,EUR
51264,40065,GBP
51265,14073,EUR
51266,38911,GBP
51267,5371,USD
51268,44869,EUR
51269,14565,USD
51270,27860,GBP
51271,12501,EUR
51272,35415,USD
51273,6309,USD
51274,22867,GBP
51275,21277,GBP
51276,38054,GBP
51277,36568,GBP
51278,5699,USD
51279,34832,USD
51280,24152,EUR
51281,38905,GBP
51282,649,EUR
51283,37771,USD
51284,16952,EUR
51285,43382,EUR
51286,798,GBP
51287,39465,GBP
51288,35977,USD
51289,38193,GBP
51290,13618,USD
51291,19025,EUR
51292,44820,EUR
51293,26189,EUR
51294,7638,EUR
51295,48961,EUR
51296,11467,GBP
51297,28293,GBP
51298,42798,EUR
51299,47731,GBP
51300,20908,GBP
51301,24705,USD
51302,22695,GBP
51303,27992,EUR
51304,49059,USD
51305,14293,EUR
51306,23642,GBP
51307,25056,USD
51308,26762,GBP
51309,45031,EUR
51310,28051,GBP
51311,9270,EUR
51312,19595,USD
51313,48775,USD
51314,16808,EUR
51315,37946,EUR
51316,8838,EUR
51317,9945,GBP
51318,12104,GBP
51319,48899,EUR
51320,32976,USD
51321,49701,GBP
51322,36284,EUR
51323,32695,GBP
51324,24351,EUR
51325,17646,USD
51326,22070,USD
51327,34397,EUR
51328,34487,GBP
51329,2657,EUR
51330,436,USD
51331,15031,GBP
51332,7279,USD
51333,40464,USD
51334,29779,GBP
51335,42978,GBP
51336,7220,GBP
51337,40933,EUR
51338,28648,USD
51339,35335,EUR
51340,19043,EUR
51341,31597,EUR
51342,33490,USD
51343,36845,GBP
51344,36979,GBP
51345,9409,USD
51346,16206,EUR
51347,38820,EUR
51348,3903,EUR
51349,46426,EUR
51350,47395,GBP
51351,30517,GBP
51352,42921,EUR
51353,35646,GBP
51354,20608,EUR
51355,5639,GBP
51356,30429,GBP
51357,47367,GBP
51358,29672,EUR
51359,28068,USD
51360,30692,GBP
51361,47907,USD
51362,20279,EUR
51363,30443,EUR
51364,12003,EUR
51365,42830,GBP
51366,26172,EUR
51367,5374,USD
51368,36344,EUR
51369,13662,USD
51370,31671,USD
51371,17133,USD
51372,14961,EUR
51373,44665,USD
51374,14938,USD
51375,12534,GBP
51376,37252,USD
51377,25401,GBP
51378,26720,EUR
51379,45543,EUR
51380,26197,GBP
51381,7430,USD
51382,46354,USD
51383,34157,GBP
51384,2860,GBP
51385,44611,GBP
51386,12372,GBP
51387,5772,GBP
51388,24251,EUR
51389,30013,EUR
51390,26180,EUR
51391,37132,GBP
51392,42721,USD
51393,45763,GBP
51394,398,USD
51395,31505,GBP
51396,28837,GBP
51397,37964,GBP
51398,33678,USD
51399,21976,GBP
51400,6439,GBP
51401,30152,USD
51402,18826,GBP
51403,13431,USD
51404,13263,GBP
51405,34490,GBP
51406,28545,GBP
51407,44986,USD
51408,33751,EUR
51409,15619,GBP
51410,30930,USD
51411,21955,USD
51412,28181,USD
51413,24583,GBP
51414,153,GBP
51415,27662,GBP
51416,41627,EUR
51417,8527,EUR
51418,35291,USD
51419,8948,GBP
51420,6203,USD
51421,29337,GBP
51422,31303,EUR
51423,9232,EUR
51424,32998,EUR
51425,30229,GBP
51426,46532,GBP
51427,16930,USD
51428,43747,EUR
51429,32300,EUR
51430,40278,GBP
51431,21586,EUR
51432,16924,EUR
51433,12989,EUR
51434,40438,EUR
51435,11447,USD
51436,41575,USD
51437,9276,GBP
51438,39892,EUR
51439,47419,USD
51440,42326,GBP
51441,26008,USD
51442,44756,EUR
51443,6202,GBP
51444,29388,GBP
51445,37658,USD
51446,27876,GBP
51447,23120,GBP
51448,23548,USD
51449,335,EUR
51450,48197,USD
51451,47607,GBP
51452,5267,EUR
51453,24207,USD
51454,31527,EUR
51455,9876,GBP
51456,17002,GBP
51457,942,EUR
51458,22190,GBP
51459,24275,EUR
51460,47730,USD
51461,40870,GBP
51462,42456,EUR
51463,15390,USD
51464,17047,EUR
51465,44901,USD
51466,5549,EUR
51467,33448,EUR
51468,26644,GBP
51469,20073,EUR
51470,16803,EUR
51471,38271,EUR
51472,44928,EUR
51473,23401,EUR
51474,3579,EUR
51475,1972,GBP
51476,10040,EUR
51477,42925,EUR
51478,8279,EUR
51479,43748,USD
51480,49375,USD
51481,48860,EUR
51482,29492,EUR
51483,4923,USD
51484,29554,USD
51485,6084,GBP
51486,6228,GBP
51487,11433,USD
51488,40941,EUR
51489,24482,USD
51490,39972,GBP
51491,794,GBP
51492,41857,USD
51493,29737,GBP
51494,47131,USD
51495,13214,USD
51496,14542,USD
51497,44325,USD
51498,38716,USD
51499,44783,GBP
51500,23836,GBP
51501,13966,USD
51502,34493,USD
51503,43000,USD
51504,42037,EUR
51505,18821,GBP
51506,34063,EUR
51507,31627,EUR
51508,39736,EUR
51509,28253,USD
51510,3583,GBP
51511,12181,EUR
51512,14637,GBP
51513,5184,GBP
51514,41439,EUR
51515,29158,EUR
51516,6281,GBP
51517,31441,GBP
51518,36371,USD
51519,2476,EUR
51520,15000,EUR
51521,7996,GBP
51522,41489,EUR
51523,34182,GBP
51524,7131,EUR
51525,34472,USD
51526,23419,EUR
51527,22431,GBP
51528,47544,GBP
51529,7204,EUR
51530,24347,GBP
51531,49809,GBP
51532,36238,USD
51533,8098,USD
51534,9623,GBP
51535,31400,GBP
51536,24869,EUR
51537,38699,GBP
51538,38827,USD
51539,22083,EUR
